City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Newport,GB,51.5877,-2.9984,60.85,91,99,4.29,overcast clouds
346,Jalu,LY,29.0331,21.5482,73.81,28,0,9.82,clear sky
347,San Policarpo,PH,12.1791,125.5072,74.64,94,100,18.9,overcast clouds
348,Aksu,CN,41.1231,80.2644,43.03,56,2,5.14,clear sky
349,Corrales,US,35.2378,-106.6067,79.84,27,1,1.01,clear sky
350,Leningradskiy,RU,69.3833,178.4167,25.09,93,100,1.19,overcast clouds
351,Conceicao Da Barra,BR,-18.5933,-39.7322,72.55,74,100,8.79,overcast clouds
352,Ambatondrazaka,MG,-17.8333,48.4167,59.49,86,96,5.73,overcast clouds
353,Inirida,CO,3.8653,-67.9239,74.34,94,40,2.84,scattered clouds
354,Tura,IN,25.5198,90.2201,74.46,90,6,2.44,clear sky
355,Bousso,TD,10.4795,16.7117,77.61,77,100,4.05,overcast clouds
356,Majene,ID,-3.5403,118.9707,82.08,77,100,8.97,overcast clouds
357,Luganville,VU,-15.5333,167.1667,80.11,82,100,11.95,overcast clouds
358,Hillsborough,US,37.5741,-122.3794,62.71,72,75,3.0,broken clouds
359,Ngaoundere,CM,7.3167,13.5833,65.1,95,98,2.53,overcast clouds
360,Sitka,US,57.0531,-135.33,46.29,76,90,12.66,moderate rain
361,Wawa,NG,9.9022,4.4192,77.85,80,100,4.07,overcast clouds
362,Muros,ES,42.7762,-9.0603,64.83,74,97,3.6,overcast clouds
363,Iqaluit,CA,63.7506,-68.5145,35.33,87,75,18.99,broken clouds
364,Hamilton,US,39.1834,-84.5333,70.77,88,1,3.44,clear sky
365,Port Lavaca,US,28.615,-96.6261,79.3,78,1,4.61,clear sky
366,Bonavista,CA,48.6499,-53.1147,47.12,80,89,40.58,light rain
367,Verkhnyaya Balkariya,RU,43.1279,43.4573,32.92,62,42,5.21,scattered clouds
368,Severo-Yeniseyskiy,RU,60.3725,93.0408,36.75,96,100,15.66,overcast clouds
369,Zabol,AF,32.25,67.25,57.79,28,0,7.2,clear sky
370,Payo,ID,-3.7508,103.6372,81.01,72,16,0.22,few clouds
371,Guilin,CN,25.2819,110.2864,68.11,90,100,8.79,light rain
372,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,83,75,8.05,broken clouds
373,Impfondo,CG,1.6381,18.0667,72.05,91,100,1.68,overcast clouds
374,Yanam,IN,16.7333,82.2167,82.8,94,100,2.51,overcast clouds
375,Brownwood,US,31.7093,-98.9912,83.52,36,1,8.05,clear sky
376,Caconda,AO,-13.7333,15.0667,65.3,70,49,1.72,scattered clouds
377,Lima,PE,-12.0432,-77.0282,59.4,75,90,14.97,overcast clouds
378,Aykhal,RU,66.0,111.5,32.41,93,100,23.89,overcast clouds
379,Thinadhoo,MV,0.5333,72.9333,82.96,70,100,11.3,overcast clouds
380,Onguday,RU,50.75,86.15,24.3,92,31,3.11,scattered clouds
381,Guerrero Negro,MX,27.9769,-114.0611,73.08,75,2,21.21,clear sky
382,Kupang,ID,-10.1667,123.5833,85.89,58,90,7.56,overcast clouds
383,Nampula,MZ,-15.1165,39.2666,66.15,88,40,4.61,scattered clouds
384,Oeiras Do Para,BR,-2.0031,-49.8544,77.7,81,87,4.68,overcast clouds
385,Karak,JO,31.1667,35.75,59.72,78,0,3.87,clear sky
386,Dinghai,CN,26.2847,119.7936,81.52,85,100,19.84,overcast clouds
387,Mana,GF,5.6592,-53.7767,80.26,83,96,10.51,overcast clouds
388,Grajau,BR,-5.8194,-46.1386,82.67,59,5,3.89,clear sky
389,Sidhauli,IN,27.2833,80.8333,75.09,73,0,2.51,clear sky
390,Kavarskas,LT,55.4333,24.9167,36.93,74,2,3.89,clear sky
391,Ewa Beach,US,21.3156,-158.0072,84.15,50,40,25.99,scattered clouds
392,Xochistlahuaca,MX,16.7833,-98.25,74.97,95,100,2.15,overcast clouds
393,Yabrud,SY,33.9674,36.6574,60.53,35,0,0.85,clear sky
394,Sinop,TR,41.7711,34.8709,51.67,81,100,6.53,overcast clouds
395,Halifax,CA,44.6453,-63.5724,48.99,79,5,6.91,clear sky
396,Danilovka,RU,50.3557,44.1168,36.97,59,78,4.43,broken clouds
397,Kang,BW,-23.6752,22.7876,65.68,13,0,4.43,clear sky
398,Cabo San Lucas,MX,22.8909,-109.9124,94.3,66,1,4.43,clear sky
399,Tukrah,LY,32.5341,20.5791,71.71,70,0,6.33,clear sky
400,Seydi,TM,39.4816,62.9137,44.01,26,4,9.73,clear sky
401,Yulara,AU,-25.2406,130.9889,84.04,26,73,10.36,broken clouds
402,Manaquiri,BR,-3.3167,-60.35,82.85,96,100,2.59,light rain
403,Manzanillo,CU,20.3433,-77.1167,78.03,84,59,8.32,light rain
404,Paita,PE,-5.0892,-81.1144,65.08,85,49,14.34,scattered clouds
405,Cuamba,MZ,-14.8031,36.5372,65.41,38,0,0.83,clear sky
406,Upington,ZA,-28.4478,21.2561,59.38,26,0,6.91,clear sky
407,Esmeraldas,BR,-19.7625,-44.3139,70.11,89,99,7.14,overcast clouds
408,Uaua,BR,-9.8414,-39.4817,76.57,54,86,16.51,overcast clouds
409,Danielskuil,ZA,-28.1887,23.5395,55.58,12,4,6.53,clear sky
410,Salalah,OM,17.0151,54.0924,78.89,83,20,3.44,few clouds
411,Eyl,SO,7.9803,49.8164,77.45,81,100,13.0,overcast clouds
412,Palana,RU,59.1167,159.9667,35.1,60,44,12.5,scattered clouds
413,Ryotsu,JP,38.0833,138.4333,73.36,68,75,11.41,broken clouds
414,Saint-Louis,SN,16.3333,-15.0,83.84,53,100,8.21,overcast clouds
415,Mugla,TR,37.2303,28.3557,50.67,53,0,1.16,clear sky
416,Atascocita,US,29.9988,-95.1766,82.98,68,40,1.01,scattered clouds
417,Am Timan,TD,11.0297,20.2827,77.76,66,100,3.44,overcast clouds
418,Vicuna,CL,-30.0319,-70.7081,49.73,69,0,1.16,clear sky
419,Orlik,RU,52.5178,99.825,22.96,68,21,4.56,few clouds
420,Tessalit,ML,20.1986,1.0114,81.82,11,0,8.5,clear sky
421,Marystown,CA,47.1666,-55.1483,46.85,100,75,15.01,broken clouds
422,Yuxia,CN,34.0615,108.6291,56.01,97,100,4.38,light rain
423,West Bay,KY,19.3667,-81.4167,86.07,76,20,1.01,few clouds
424,Quimper,FR,48.0,-4.1,54.16,93,0,2.3,clear sky
425,Pimentel,PE,-6.8367,-79.9342,63.88,89,33,13.44,scattered clouds
426,Yar-Sale,RU,66.8333,70.8333,33.91,76,100,17.2,overcast clouds
427,Naziya,RU,59.8,31.3833,50.56,1,100,7.87,light rain
428,Doha,QA,25.2867,51.5333,87.78,62,0,9.22,clear sky
429,Kandrian,PG,-6.2167,149.55,84.06,74,97,5.44,light rain
430,Laurel,US,39.0993,-76.8483,72.48,83,90,0.0,overcast clouds
431,Ust-Ilimsk,RU,58.0006,102.6619,35.6,96,100,11.39,light rain
432,Maldonado,UY,-34.6667,-54.9167,49.39,68,100,5.35,overcast clouds
433,Gazojak,TM,41.1875,61.4036,41.34,49,0,9.33,clear sky
434,Alofi,NU,-19.0595,-169.9187,80.49,74,9,12.66,clear sky
435,Nouadhibou,MR,20.931,-17.0347,76.98,65,100,20.71,dust
436,Adrar,MR,20.5022,-10.0711,86.41,9,93,6.31,overcast clouds
437,Grand-Santi,GF,4.25,-54.3833,77.54,76,100,1.54,overcast clouds
438,Celestun,MX,20.8667,-90.4,82.08,79,100,12.66,overcast clouds
439,Touros,BR,-5.1989,-35.4608,81.5,79,100,12.82,overcast clouds
440,San Anselmo,US,37.9747,-122.5616,64.74,69,1,1.99,clear sky
441,Morant Bay,JM,17.8815,-76.4093,85.62,84,60,7.43,broken clouds
442,Muisne,EC,0.6,-80.0333,73.83,82,100,7.29,overcast clouds
443,Camargo,MX,27.6667,-105.1667,79.74,24,0,7.85,clear sky
444,Georgiyevskoye,RU,58.731,45.024,42.08,84,100,5.12,overcast clouds
445,Pind Dadan Khan,PK,32.5879,73.0456,75.74,54,0,4.14,clear sky
446,Lishan,CN,31.8576,113.2951,65.1,79,96,6.33,overcast clouds
447,Chipinge,ZW,-20.1883,32.6236,62.19,67,0,3.06,clear sky
448,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,74,40,11.5,scattered clouds
449,Bimbo,CF,4.2567,18.4158,76.93,94,0,0.0,clear sky
450,Burgeo,CA,47.6167,-57.6152,44.33,67,5,24.23,clear sky
451,Lompoc,US,34.6391,-120.4579,68.38,62,1,12.66,clear sky
452,Along,IN,28.1667,94.7667,72.18,94,33,0.92,scattered clouds
453,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,87,1,5.75,clear sky
454,Port Macquarie,AU,-31.4333,152.9167,82.38,53,0,11.21,clear sky
455,Rio Rancho,US,35.2334,-106.6645,78.94,27,1,1.01,clear sky
456,Key West,US,24.5557,-81.7826,86.0,68,1,8.05,clear sky
457,Feijo,BR,-8.1642,-70.3536,77.13,81,100,4.16,moderate rain
458,Anage,BR,-14.6122,-41.1356,76.78,65,91,7.78,overcast clouds
459,Vestmannaeyjar,IS,63.4427,-20.2734,48.83,87,1,16.08,clear sky
460,Thabazimbi,ZA,-24.5917,27.4116,68.58,49,0,1.28,clear sky
461,Hay River,CA,60.8156,-115.7999,48.18,53,75,4.61,broken clouds
462,Goya,AR,-29.14,-59.2626,66.27,56,100,8.41,overcast clouds
463,Oyem,GA,1.5995,11.5793,67.98,99,100,1.99,light rain
464,Tabou,CI,4.423,-7.3528,76.98,88,100,7.05,overcast clouds
465,Loveland,US,40.3978,-105.075,74.79,47,75,3.0,moderate rain
466,Xucheng,CN,20.35,110.1288,79.5,91,100,18.72,moderate rain
467,Pasni,PK,25.2631,63.471,79.72,82,0,0.69,clear sky
468,Evensk,RU,61.95,159.2333,29.23,46,21,1.28,few clouds
469,Pitea,SE,65.3172,21.4794,39.29,92,38,4.54,scattered clouds
470,Autun,FR,46.95,4.3,48.65,95,13,3.89,few clouds
471,Mglin,RU,53.0591,32.8475,35.6,79,0,5.17,clear sky
472,Beldanga,IN,23.9333,88.25,83.17,73,100,3.71,overcast clouds
473,Carutapera,BR,-1.195,-46.02,78.93,84,100,6.46,overcast clouds
474,Tingi,TZ,-11.3,35.0333,63.91,56,5,2.55,clear sky
475,La Sarre,CA,48.8002,-79.1996,57.47,81,96,5.17,overcast clouds
476,Makurdi,NG,7.7411,8.5121,76.17,93,100,3.89,light rain
477,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,68.92,72,100,8.55,overcast clouds
478,Oistins,BB,13.0667,-59.5333,80.69,83,40,14.97,scattered clouds
479,Lethem,GY,3.3803,-59.7968,77.18,86,100,4.79,overcast clouds
480,Nha Trang,VN,12.25,109.1833,84.2,87,100,5.3,overcast clouds
481,Soria,ES,41.6667,-2.6667,46.85,52,0,2.13,clear sky
482,Yenagoa,NG,4.9247,6.2642,75.99,94,100,4.05,light rain
483,Anadyr,RU,64.75,177.4833,32.5,93,90,8.95,light snow
484,Emerald,AU,-23.5333,148.1667,80.74,47,0,9.22,clear sky
485,Glyadyanskoye,RU,54.9075,65.0883,34.11,69,0,7.43,clear sky
486,Knysna,ZA,-34.0363,23.0471,62.98,85,77,9.4,broken clouds
487,Bykovo,RU,55.6361,38.0803,34.56,93,20,0.0,mist
488,Inta,RU,66.0317,60.1659,33.8,79,53,21.9,broken clouds
489,Waipawa,NZ,-41.4122,175.5153,61.43,64,96,10.22,overcast clouds
490,Kankon,IN,15.0167,74.0167,76.8,87,100,4.9,overcast clouds
491,Avenal,US,36.0041,-120.129,71.65,27,0,6.4,clear sky
492,Bonthe,SL,7.5264,-12.505,77.68,88,100,6.31,light rain
493,Rio Pomba,BR,-21.2747,-43.1792,63.45,89,100,3.42,overcast clouds
494,Aranos,NA,-24.1333,19.1167,60.35,12,0,9.69,clear sky
495,Whyalla,AU,-33.0333,137.5833,69.69,32,7,13.8,clear sky
496,Dongying,CN,37.4564,118.4856,65.52,84,92,1.72,overcast clouds
497,Xapuri,BR,-10.6517,-68.5044,79.81,70,100,3.71,overcast clouds
498,Brive-La-Gaillarde,FR,45.25,1.5,48.83,43,0,2.26,clear sky
499,Dunedin,NZ,-45.8742,170.5036,51.44,88,100,7.09,overcast clouds
500,Saint-Augustin,CA,51.226,-58.6502,40.93,80,20,10.04,few clouds
501,Cortez,US,37.3489,-108.5859,66.52,39,40,10.36,scattered clouds
502,Ust-Kut,RU,56.7938,105.7672,35.46,97,100,6.98,light rain
503,Skibbereen,IE,51.55,-9.2667,58.8,98,100,16.06,overcast clouds
504,Sao Filipe,CV,14.8961,-24.4956,79.74,80,42,4.23,scattered clouds
505,Ulladulla,AU,-35.35,150.4667,76.87,34,74,2.77,broken clouds
506,Aswan,EG,24.0934,32.907,79.9,27,0,11.5,clear sky
507,Nueve De Julio,AR,-35.4444,-60.8831,51.19,74,49,7.09,scattered clouds
508,Huacho,PE,-11.1067,-77.605,63.45,88,42,11.86,scattered clouds
509,Ambilobe,MG,-13.2,49.05,70.86,68,9,5.48,clear sky
510,Menongue,AO,-14.6585,17.691,64.51,69,39,1.68,scattered clouds
511,Zyryanka,RU,65.75,150.85,24.87,57,74,3.04,broken clouds
512,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.76,45,80,1.63,broken clouds
513,Saldanha,ZA,-33.0117,17.9442,55.45,85,47,7.99,scattered clouds
514,Valparaiso,CL,-33.0393,-71.6273,53.24,82,0,4.61,clear sky
515,Kununurra,AU,-15.7667,128.7333,91.38,38,4,8.05,clear sky
516,Jiuquan,CN,39.7432,98.5174,34.05,58,7,0.74,clear sky
517,Esil,KZ,51.9556,66.4042,38.82,69,0,5.39,clear sky
518,Hibbing,US,47.4272,-92.9377,63.9,82,90,5.75,overcast clouds
519,Turayf,SA,31.6725,38.6637,68.25,32,0,16.11,clear sky
520,Alice Springs,AU,-23.7,133.8833,90.95,17,0,12.66,clear sky
521,Waw,SS,7.7029,27.9953,72.97,86,41,2.86,scattered clouds
522,Amlame,TG,7.4667,0.9,72.59,95,100,0.83,moderate rain
523,Shenjiamen,CN,29.9576,122.298,78.71,83,0,12.91,clear sky
524,Wajima,JP,37.4,136.9,70.48,88,75,10.36,broken clouds
525,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,100,10.36,overcast clouds
526,Vrangel,RU,42.7297,133.0839,61.56,58,25,8.25,scattered clouds
527,Salo,IT,45.6086,10.531,60.33,79,100,3.83,overcast clouds
528,Pacific Grove,US,36.6177,-121.9166,63.9,71,40,5.99,scattered clouds
529,Vardo,NO,70.3705,31.1107,37.8,64,100,4.05,overcast clouds
530,Road Town,VG,18.4167,-64.6167,83.19,70,100,15.03,overcast clouds
531,Srednekolymsk,RU,67.45,153.6833,19.18,78,74,3.22,broken clouds
532,Rosarito,MX,32.3333,-117.0333,69.64,69,98,10.83,overcast clouds
533,Henties Bay,NA,-22.116,14.2845,53.85,90,0,9.78,clear sky
534,Erzurum,TR,40.0,41.5,38.88,64,0,3.4,clear sky
535,Barreirinha,BR,-2.7933,-57.07,79.72,76,100,2.98,overcast clouds
536,Juneau,US,58.3019,-134.4197,44.65,94,90,5.99,moderate rain
537,Hastings,GB,50.8552,0.5729,54.32,99,8,8.05,clear sky
538,San Andres,CO,12.5847,-81.7006,84.22,74,20,10.36,few clouds
539,Imbituba,BR,-28.24,-48.6703,62.82,84,100,10.8,light rain
540,Tolu,CO,9.5239,-75.5814,79.32,88,95,6.04,overcast clouds
541,Pulaski,US,34.7668,-92.3001,80.91,61,40,8.01,scattered clouds
542,Marzuq,YE,14.4,46.4667,73.78,68,88,2.28,overcast clouds
543,Muli,MV,2.9167,73.5667,83.53,69,100,15.05,overcast clouds
544,Nuqui,CO,5.7125,-77.2708,77.49,89,100,2.82,moderate rain
545,Polyarnyy,RU,69.1989,33.4478,30.67,78,80,0.29,broken clouds
546,Salta,AR,-24.7859,-65.4117,72.19,53,40,1.01,scattered clouds
547,Havoysund,NO,70.9963,24.6622,36.48,74,100,11.88,overcast clouds
548,Khasan,RU,42.4308,130.6434,62.4,65,100,8.05,overcast clouds
549,Piacabucu,BR,-10.4056,-36.4344,76.6,79,94,10.16,overcast clouds
550,Hearst,CA,49.6835,-83.6665,62.85,83,100,4.21,overcast clouds
551,Ayna,PE,-12.65,-73.9167,61.81,88,77,0.72,broken clouds
552,Breclav,CZ,48.759,16.882,47.86,62,38,5.19,scattered clouds
553,Takhtamygda,RU,54.1,123.5667,37.98,60,100,1.99,overcast clouds
554,Santa Lucia,ES,27.9117,-15.5407,65.52,76,20,17.27,few clouds
555,Birjand,IR,32.8663,59.2211,50.47,27,0,6.91,clear sky
556,Salyan,AZ,39.5936,48.9805,54.97,53,100,7.72,overcast clouds
557,Vila Franca Do Campo,PT,37.7167,-25.4333,68.2,84,5,6.6,clear sky
558,Jawhar,SO,2.7809,45.5005,76.35,75,41,11.72,scattered clouds
559,Pimenteiras,BR,-6.2453,-41.4192,86.67,35,100,4.92,overcast clouds
560,Matara,LK,5.9485,80.5353,78.39,87,100,9.51,overcast clouds
561,Gravdal,NO,68.1214,13.5031,51.1,92,100,16.87,overcast clouds
562,Great Yarmouth,GB,52.6083,1.7305,56.95,81,8,6.64,clear sky
563,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,40,10.36,scattered clouds
564,Biltine,TD,14.5333,20.9167,82.33,20,100,6.53,overcast clouds
565,Korla,CN,41.7597,86.1469,40.26,42,0,4.56,clear sky
566,Pouebo,NC,-20.4,164.5667,78.93,50,1,9.73,clear sky
567,Pagudpud,PH,18.5616,120.7868,80.56,69,100,7.54,overcast clouds
568,Rio Cuarto,AR,-33.1307,-64.3499,58.77,47,20,12.66,few clouds
569,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,46,0,6.71,clear sky
570,Kyzyl-Suu,KG,42.3414,78.0056,40.78,53,56,6.8,broken clouds
571,Broken Hill,AU,-31.95,141.4333,78.51,14,0,5.75,clear sky
572,Olafsvik,IS,64.8945,-23.7142,44.98,90,100,20.69,overcast clouds
573,Komsomolskiy,UZ,40.4272,71.7189,51.22,71,9,4.61,clear sky
574,Tahe,CN,52.3333,124.7333,43.23,76,100,1.3,overcast clouds
575,Zsombo,HU,46.3257,19.9746,46.09,63,100,4.0,overcast clouds
576,Indianola,US,41.3581,-93.5574,75.74,64,63,5.86,broken clouds
577,Ekhabi,RU,53.5102,142.9671,46.36,64,97,18.86,overcast clouds
578,Xilitla,MX,21.3333,-98.9667,68.54,95,69,0.89,broken clouds
579,Jacareacanga,BR,-6.2222,-57.7528,76.06,87,21,2.06,few clouds
580,Qazvin,IR,36.2797,50.0049,46.74,67,4,10.0,clear sky
581,Prince George,CA,53.9166,-122.753,53.04,58,90,11.5,overcast clouds
582,Coari,BR,-4.085,-63.1414,76.84,85,79,2.01,broken clouds
583,Abu Samrah,SY,35.3029,37.1841,67.08,28,0,2.15,clear sky
584,Filadelfia,US,39.9523,-75.1638,70.05,84,40,5.75,scattered clouds
585,Salinas,US,36.6777,-121.6555,64.29,62,20,16.11,few clouds
586,Billings,US,45.7833,-108.5007,60.57,41,75,9.22,broken clouds
587,Margate,GB,51.3813,1.3862,56.91,74,9,1.01,clear sky
588,Nemuro,JP,43.3236,145.575,63.03,66,0,8.12,clear sky
589,Karasjok,NO,69.4719,25.5112,32.11,98,100,4.03,overcast clouds
590,Batagay-Alyta,RU,67.8006,130.4114,17.62,64,100,4.74,overcast clouds
591,Osterhofen,DE,48.7,13.0167,47.95,69,0,4.97,clear sky
592,Bubaque,GW,11.2833,-15.8333,83.03,80,100,10.29,overcast clouds
593,Oksfjord,NO,70.2396,22.3479,36.52,89,100,5.86,overcast clouds
594,Kargat,RU,55.1956,80.2811,39.07,80,1,16.53,clear sky
595,Yavaros,MX,26.7,-109.5167,97.45,46,0,17.65,clear sky
596,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,83,20,7.76,few clouds
597,Ayagoz,KZ,47.9714,80.4392,31.86,50,0,8.01,clear sky
598,Benguela,AO,-12.5763,13.4055,71.69,81,17,4.61,few clouds
599,Kalmunai,LK,7.4167,81.8167,79.72,77,100,5.32,overcast clouds
600,Romanovo,RU,52.6182,81.2271,36.79,87,3,13.42,clear sky
601,Gazanjyk,TM,39.2446,55.5154,48.51,37,3,4.94,clear sky
602,Labuan,MY,5.2767,115.2417,84.36,78,20,1.99,few clouds
603,Trairi,BR,-3.2778,-39.2689,79.75,78,98,10.8,overcast clouds
604,Haines Junction,CA,60.7522,-137.5108,42.75,61,57,5.75,broken clouds
605,Bilibino,RU,68.0546,166.4372,12.43,91,67,0.81,broken clouds
606,Sur,OM,22.5667,59.5289,82.17,49,2,6.15,clear sky
607,Miguel Auza,MX,24.2933,-103.4503,66.63,42,0,6.53,clear sky
608,Dolores,AR,-36.3132,-57.6792,44.69,72,3,7.2,clear sky
609,Ypsonas,CY,34.6884,32.9574,68.76,52,0,5.75,clear sky
610,Toamasina,MG,-18.1667,49.3833,66.2,94,75,5.75,light rain
611,Tanggu,CN,39.0211,117.6469,55.36,82,100,2.17,moderate rain
612,Katobu,ID,-4.9408,122.5276,87.24,54,58,1.68,broken clouds
613,Qianan,CN,44.9932,124.0581,60.1,64,98,17.72,overcast clouds
614,Sanghar,PK,26.0466,68.9481,78.87,53,0,11.12,clear sky
615,Belaya Gora,RU,68.5333,146.4167,21.51,67,100,0.89,overcast clouds
616,Dawson Creek,CA,55.7666,-120.2362,49.64,43,1,16.11,clear sky
617,Lake Cowichan,CA,48.825,-124.0546,53.62,72,76,1.03,broken clouds
618,Pudozh,RU,61.8099,36.5345,46.06,94,100,9.4,light rain
619,Eureka,US,40.8021,-124.1637,62.74,70,94,1.01,overcast clouds
620,Eyemouth,GB,55.8713,-2.0901,58.33,88,76,7.0,broken clouds
621,Matagami,CA,49.7502,-77.6328,59.11,77,1,2.3,clear sky
622,Platanos,GR,37.6667,21.6167,66.07,85,16,5.57,few clouds
623,Itapirapua,BR,-15.8233,-50.6133,81.43,58,100,11.3,overcast clouds
624,Ternate,ID,0.8,127.4,83.91,75,43,7.07,light rain
625,Russell,US,32.3502,-85.1999,74.48,89,1,0.0,clear sky
626,Dingle,PH,10.9995,122.6711,76.71,87,100,2.08,overcast clouds
627,Colborne,CA,44.0001,-77.8828,63.59,74,65,8.08,broken clouds
628,Juanjui,PE,-7.1779,-76.7314,77.59,74,100,1.59,overcast clouds
629,Sangar,RU,63.9242,127.4739,26.47,89,100,9.26,light snow
630,Karpogory,RU,64.0019,44.4451,35.98,93,99,5.41,overcast clouds
631,Campos Do Jordao,BR,-22.7394,-45.5914,54.23,97,94,3.15,overcast clouds
632,Kangavar,IR,34.5043,47.9653,51.22,42,0,3.51,clear sky
633,Andenes,NO,69.3143,16.1194,44.58,76,90,12.66,light intensity drizzle
634,Oume,JP,35.7839,139.2431,79.25,81,90,8.05,overcast clouds
635,Entre Rios,BR,-11.9419,-38.0844,67.44,96,39,3.38,scattered clouds
636,Camabatela,AO,-8.1881,15.375,63.7,94,43,2.42,scattered clouds
637,Cape Coast,GH,5.1053,-1.2466,77.85,90,100,7.76,overcast clouds
638,Belmonte,BR,-15.8631,-38.8828,75.7,92,78,7.05,broken clouds
639,Tobermory,CA,45.2501,-81.6665,62.31,93,42,9.73,scattered clouds
640,Shache,CN,38.4167,77.2406,49.6,37,93,6.85,overcast clouds
641,Douentza,ML,14.9951,-2.9517,87.28,17,91,2.44,overcast clouds
642,Qasigiannguit,GL,68.8193,-51.1922,25.05,77,33,5.03,scattered clouds
643,Lincoln,US,40.8,-96.667,80.51,63,1,1.99,clear sky
644,Mattru,SL,7.6244,-11.8332,73.89,98,100,2.62,light rain
645,Malanje,AO,-9.5402,16.341,66.02,89,94,3.53,overcast clouds
646,Roald,NO,62.5833,6.1333,63.16,94,75,2.3,light intensity drizzle
647,Balikpapan,ID,-1.2675,116.8289,81.59,89,20,5.75,few clouds
648,Miri,MY,4.4148,114.0089,84.34,70,20,4.61,few clouds
649,Timizart,DZ,36.8,4.2667,58.39,81,2,3.49,clear sky
650,Burgersdorp,ZA,-30.9977,26.3286,54.27,16,25,2.91,scattered clouds
651,Noyabrsk,RU,63.1994,75.4507,34.63,80,100,24.2,overcast clouds
652,Salinopolis,BR,-0.6136,-47.3561,79.74,86,40,8.57,scattered clouds
653,Paamiut,GL,61.994,-49.6678,35.22,66,0,6.06,clear sky
654,Kolindros,GR,40.4758,22.4808,59.09,100,100,3.58,overcast clouds
655,Yingcheng,CN,30.95,113.55,64.45,76,71,12.37,broken clouds
656,Alihe,CN,50.5667,123.7167,44.44,81,100,2.08,overcast clouds
657,Ingham,US,42.6,-84.3833,66.0,96,90,0.0,moderate rain
658,Yuzhou,CN,34.1628,113.4639,55.67,85,100,2.91,overcast clouds
659,Kultuk,RU,51.7208,103.6956,34.48,82,49,4.9,scattered clouds
660,Micheweni,TZ,-4.9667,39.8333,76.42,84,17,8.61,few clouds
661,Cururupu,BR,-1.8283,-44.8683,76.35,90,98,3.71,overcast clouds
662,Duminichi,RU,53.9345,35.1099,35.78,80,0,1.48,clear sky
663,Santa Ana,US,33.7456,-117.8678,72.73,68,40,1.99,scattered clouds
664,Rawson,AR,-43.3002,-65.1023,63.9,33,88,4.32,overcast clouds
665,Daru,PG,-9.0763,143.2092,82.65,82,84,14.85,broken clouds
666,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.05,83,98,7.54,overcast clouds
667,Whitehorse,CA,60.7161,-135.0538,39.09,86,90,15.01,light rain
668,Arrifes,PT,37.7667,-25.7,66.24,82,20,6.91,few clouds
669,Ramshir,IR,30.8946,49.4092,69.55,12,0,9.57,clear sky
670,Puquio,PE,-14.7,-74.1333,53.19,73,100,5.53,overcast clouds
671,Kamenka,RU,51.3223,42.7678,37.31,66,83,3.78,broken clouds
672,Tyler,US,32.3513,-95.3011,81.79,66,1,1.01,clear sky
673,Fairbanks,US,64.8378,-147.7164,42.76,77,75,5.75,broken clouds
674,Guanica,PR,17.9716,-66.908,83.05,84,2,4.0,clear sky
675,Banaue,PH,16.9136,121.0618,76.73,70,85,1.83,overcast clouds
676,Zhanaozen,KZ,43.3,52.8,41.13,32,0,8.21,clear sky
677,Bereda,ES,43.2686,-7.5406,54.91,100,100,2.93,overcast clouds
678,Steinbach,DE,50.1667,8.5667,49.51,84,0,9.22,clear sky
679,Sovetskaya Gavan,RU,48.9723,140.2878,53.98,40,10,10.25,clear sky
680,Kismayo,SO,-0.3582,42.5454,77.32,82,6,14.9,clear sky
681,Lasa,IT,46.6166,10.7002,49.08,82,6,1.59,clear sky
682,Itoman,JP,26.1247,127.6694,83.17,85,75,14.97,broken clouds
683,Rio Grande,BR,-32.035,-52.0986,60.94,71,100,13.13,overcast clouds
684,Opuwo,NA,-18.0607,13.84,69.06,27,4,3.85,clear sky
685,Sidi Ali,DZ,36.0998,0.4206,65.19,69,0,7.2,clear sky
686,Ribeira Brava,PT,32.65,-17.0667,72.23,77,99,3.36,overcast clouds
687,Valdivia,CL,-39.8142,-73.2459,48.29,98,0,1.45,clear sky
688,Gao,ML,16.6362,1.637,82.85,10,10,10.78,clear sky
689,Atambua,ID,-9.1061,124.8925,86.34,41,24,1.57,few clouds
690,Sal Rei,CV,16.1833,-22.9167,77.56,82,52,11.21,broken clouds
